word,class,count,mean_attribution,std_attribution,median_attribution,total_attribution
iron,human,3,-0.0013828253,0.00030858724,-0.001230842,-0.004148476
while,human,25,0.00057554385,0.0011138872,0.0003037416,0.014388596
jo,human,6,-0.0003890529,0.0007196465,-0.00015396824,-0.0023343174
rum,human,5,0.00048756908,0.0017412198,-0.00039560677,0.0024378453
tea,human,3,-0.004656654,0.0014096029,-0.005298461,-0.013969962
premises,human,3,0.0017457233,0.0017338437,0.0019358774,0.00523717
excited,human,3,-0.00036817728,0.00040362068,-0.00048600524,-0.0011045318
desire,human,4,0.00020753182,6.8205096e-05,0.00019762013,0.0008301273
these,human,35,-0.00032752778,0.0013733295,-0.0003814132,-0.011463473
are,human,35,-0.00015220621,0.0008667613,-0.00013203517,-0.0053272173
small,human,12,-0.00094741053,0.0008941577,-0.0010871256,-0.011368927
our,human,31,0.0001922038,0.0024217926,0.0002533238,0.005958318
friends,human,18,-0.00011549304,0.0011733047,-0.000116565534,-0.0020788747
hope,human,22,0.0005516034,0.0015562504,0.0010339427,0.012135275
collected,human,4,0.0015739771,0.0024445236,0.0003396054,0.0062959082
here,human,13,-1.1665751e-05,0.0008291114,0.00012141853,-0.00015165476
thoughts,human,19,-0.00041479632,0.0010357171,-0.0004999622,-0.00788113
passage,human,4,-0.001342496,0.00061884616,-0.0013859854,-0.005369984
perhaps,human,17,-0.0012261198,0.00079886214,-0.0010056748,-0.020844037
part,human,18,0.00063544506,0.0005765557,0.00059616653,0.011438011
